Year,State,Cause,Death_Count
2022,Victoria,Neonatal disorders,123
2022,Victoria,Neoplasms,12753
2022,Victoria,Nutritional deficiencies,27
2022,Victoria,Parkinson's disease,648
2022,Victoria,Poisonings,463
2022,Victoria,Protein-energy malnutrition,25
2022,Victoria,Road injuries,318
2022,Victoria,Self-harm,773
2022,Victoria,Terrorism (deaths),0
2022,Victoria,Tuberculosis,7
2022,Western Australia,Acute hepatitis,17
2022,Western Australia,Alcohol use disorders,16
2022,Western Australia,Alzheimer's disease and other dementias,639
2022,Western Australia,Cardiovascular diseases,4118
2022,Western Australia,Chronic kidney disease,270
2022,Western Australia,Chronic respiratory diseases,771
2022,Western Australia,Cirrhosis and other chronic liver diseases,230
2022,Western Australia,Conflict and terrorism,0
2022,Western Australia,Diabetes mellitus,538
2022,Western Australia,Diarrheal diseases,28
2022,Western Australia,Digestive diseases,674
2022,Western Australia,Drowning,30
2022,Western Australia,Drug use disorders,4
2022,Western Australia,Environmental heat and cold exposure,8
2022,Western Australia,Exposure to forces of nature,9
2022,Western Australia,"Fire, heat, and hot substances",8
2022,Western Australia,HIV/AIDS,7
2022,Western Australia,Interpersonal violence,28
2022,Western Australia,Lower respiratory infections,273
2022,Western Australia,Malaria,0
2022,Western Australia,Maternal disorders,4
2022,Western Australia,Meningitis,5
2022,Western Australia,Neonatal disorders,41
2022,Western Australia,Neoplasms,4762
2022,Western Australia,Nutritional deficiencies,17
2022,Western Australia,Parkinson's disease,211
2022,Western Australia,Poisonings,248
2022,Western Australia,Protein-energy malnutrition,12
2022,Western Australia,Road injuries,219
2022,Western Australia,Self-harm,393
2022,Western Australia,Terrorism (deaths),0
2022,Western Australia,Tuberculosis,5
2023,Australian Capital Territory,Acute hepatitis,2
2023,Australian Capital Territory,Alcohol use disorders,3
2023,Australian Capital Territory,Alzheimer's disease and other dementias,62
2023,Australian Capital Territory,Cardiovascular diseases,560
2023,Australian Capital Territory,Chronic kidney disease,27
2023,Australian Capital Territory,Chronic respiratory diseases,129
2023,Australian Capital Territory,Cirrhosis and other chronic liver diseases,36
2023,Australian Capital Territory,Conflict and terrorism,0
2023,Australian Capital Territory,Diabetes mellitus,94
2023,Australian Capital Territory,Diarrheal diseases,7
2023,Australian Capital Territory,Digestive diseases,106
2023,Australian Capital Territory,Drowning,3
2023,Australian Capital Territory,Drug use disorders,0
2023,Australian Capital Territory,Environmental heat and cold exposure,0
2023,Australian Capital Territory,Exposure to forces of nature,1
2023,Australian Capital Territory,"Fire, heat, and hot substances",0
2023,Australian Capital Territory,HIV/AIDS,0
2023,Australian Capital Territory,Interpersonal violence,4
2023,Australian Capital Territory,Lower respiratory infections,35
2023,Australian Capital Territory,Malaria,0
2023,Australian Capital Territory,Maternal disorders,2
2023,Australian Capital Territory,Meningitis,0
2023,Australian Capital Territory,Neonatal disorders,10
2023,Australian Capital Territory,Neoplasms,666
2023,Australian Capital Territory,Nutritional deficiencies,1
2023,Australian Capital Territory,Parkinson's disease,35
2023,Australian Capital Territory,Poisonings,20
2023,Australian Capital Territory,Protein-energy malnutrition,2
2023,Australian Capital Territory,Road injuries,23
2023,Australian Capital Territory,Self-harm,47
2023,Australian Capital Territory,Terrorism (deaths),0
2023,Australian Capital Territory,Tuberculosis,1
2023,New South Wales,Acute hepatitis,51
2023,New South Wales,Alcohol use disorders,195
2023,New South Wales,Alzheimer's disease and other dementias,1533
2023,New South Wales,Cardiovascular diseases,14171
2023,New South Wales,Chronic kidney disease,982
2023,New South Wales,Chronic respiratory diseases,2797
2023,New South Wales,Cirrhosis and other chronic liver diseases,804
2023,New South Wales,Conflict and terrorism,0
2023,New South Wales,Diabetes mellitus,1935
2023,New South Wales,Diarrheal diseases,127
2023,New South Wales,Digestive diseases,2497
2023,New South Wales,Drowning,76
2023,New South Wales,Drug use disorders,18
2023,New South Wales,Environmental heat and cold exposure,7
2023,New South Wales,Exposure to forces of nature,3
2023,New South Wales,"Fire, heat, and hot substances",36
2023,New South Wales,HIV/AIDS,43
2023,New South Wales,Interpersonal violence,58
2023,New South Wales,Lower respiratory infections,913
2023,New South Wales,Malaria,0
2023,New South Wales,Maternal disorders,6
2023,New South Wales,Meningitis,9
2023,New South Wales,Neonatal disorders,130
2023,New South Wales,Neoplasms,16928
2023,New South Wales,Nutritional deficiencies,68
2023,New South Wales,Parkinson's disease,820
2023,New South Wales,Poisonings,317
2023,New South Wales,Protein-energy malnutrition,60
2023,New South Wales,Road injuries,386
2023,New South Wales,Self-harm,911
2023,New South Wales,Terrorism (deaths),0
2023,New South Wales,Tuberculosis,10
2023,Northern Territory,Acute hepatitis,1
2023,Northern Territory,Alcohol use disorders,2
2023,Northern Territory,Alzheimer's disease and other dementias,34
2023,Northern Territory,Cardiovascular diseases,308
2023,Northern Territory,Chronic kidney disease,15
2023,Northern Territory,Chronic respiratory diseases,72
2023,Northern Territory,Cirrhosis and other chronic liver diseases,20
2023,Northern Territory,Conflict and terrorism,0
2023,Northern Territory,Diabetes mellitus,52
2023,Northern Territory,Diarrheal diseases,5
2023,Northern Territory,Digestive diseases,58
2023,Northern Territory,Drowning,2
2023,Northern Territory,Drug use disorders,0
2023,Northern Territory,Environmental heat and cold exposure,0
2023,Northern Territory,Exposure to forces of nature,1
2023,Northern Territory,"Fire, heat, and hot substances",0
2023,Northern Territory,HIV/AIDS,0
2023,Northern Territory,Interpersonal violence,3
2023,Northern Territory,Lower respiratory infections,20
2023,Northern Territory,Malaria,0
2023,Northern Territory,Maternal disorders,1
2023,Northern Territory,Meningitis,0
2023,Northern Territory,Neonatal disorders,6
2023,Northern Territory,Neoplasms,366
2023,Northern Territory,Nutritional deficiencies,1
2023,Northern Territory,Parkinson's disease,19
2023,Northern Territory,Poisonings,11
2023,Northern Territory,Protein-energy malnutrition,1
2023,Northern Territory,Road injuries,13
2023,Northern Territory,Self-harm,26
2023,Northern Territory,Terrorism (deaths),0
2023,Northern Territory,Tuberculosis,0
2023,Queensland,Acute hepatitis,30
2023,Queensland,Alcohol use disorders,100
2023,Queensland,Alzheimer's disease and other dementias,995
2023,Queensland,Cardiovascular diseases,8515
2023,Queensland,Chronic kidney disease,400
2023,Queensland,Chronic respiratory diseases,1744
2023,Queensland,Cirrhosis and other chronic liver diseases,564
2023,Queensland,Conflict and terrorism,0
2023,Queensland,Diabetes mellitus,1120
2023,Queensland,Diarrheal diseases,67
2023,Queensland,Digestive diseases,1625
2023,Queensland,Drowning,46
2023,Queensland,Drug use disorders,8
2023,Queensland,Environmental heat and cold exposure,7
2023,Queensland,Exposure to forces of nature,9
2023,Queensland,"Fire, heat, and hot substances",27
2023,Queensland,HIV/AIDS,21
2023,Queensland,Interpersonal violence,55
2023,Queensland,Lower respiratory infections,580
2023,Queensland,Malaria,0
2023,Queensland,Maternal disorders,3
2023,Queensland,Meningitis,1
2023,Queensland,Neonatal disorders,166
2023,Queensland,Neoplasms,10970
2023,Queensland,Nutritional deficiencies,39
2023,Queensland,Parkinson's disease,528
2023,Queensland,Poisonings,207
2023,Queensland,Protein-energy malnutrition,37
2023,Queensland,Road injuries,344
2023,Queensland,Self-harm,789
2023,Queensland,Terrorism (deaths),0
2023,Queensland,Tuberculosis,2
2023,South Australia,Acute hepatitis,6
2023,South Australia,Alcohol use disorders,15
2023,South Australia,Alzheimer's disease and other dementias,698
2023,South Australia,Cardiovascular diseases,3476
2023,South Australia,Chronic kidney disease,207
2023,South Australia,Chronic respiratory diseases,740
2023,South Australia,Cirrhosis and other chronic liver diseases,199
2023,South Australia,Conflict and terrorism,0
2023,South Australia,Diabetes mellitus,516
2023,South Australia,Diarrheal diseases,38
2023,South Australia,Digestive diseases,593
2023,South Australia,Drowning,7
2023,South Australia,Drug use disorders,1
2023,South Australia,Environmental heat and cold exposure,7
2023,South Australia,Exposure to forces of nature,7
2023,South Australia,"Fire, heat, and hot substances",1
2023,South Australia,HIV/AIDS,8
2023,South Australia,Interpersonal violence,16
2023,South Australia,Lower respiratory infections,305
2023,South Australia,Malaria,0
2023,South Australia,Maternal disorders,0
2023,South Australia,Meningitis,3
2023,South Australia,Neonatal disorders,30
2023,South Australia,Neoplasms,4362
2023,South Australia,Nutritional deficiencies,6
2023,South Australia,Parkinson's disease,191
2023,South Australia,Poisonings,88
2023,South Australia,Protein-energy malnutrition,4
2023,South Australia,Road injuries,125
2023,South Australia,Self-harm,232
2023,South Australia,Terrorism (deaths),0
2023,South Australia,Tuberculosis,4
2023,Tasmania,Acute hepatitis,5
2023,Tasmania,Alcohol use disorders,6
2023,Tasmania,Alzheimer's disease and other dementias,128
2023,Tasmania,Cardiovascular diseases,1164
2023,Tasmania,Chronic kidney disease,56
2023,Tasmania,Chronic respiratory diseases,269
2023,Tasmania,Cirrhosis and other chronic liver diseases,76
2023,Tasmania,Conflict and terrorism,0
2023,Tasmania,Diabetes mellitus,196
2023,Tasmania,Diarrheal diseases,15
2023,Tasmania,Digestive diseases,221
2023,Tasmania,Drowning,7
2023,Tasmania,Drug use disorders,1
2023,Tasmania,Environmental heat and cold exposure,0
2023,Tasmania,Exposure to forces of nature,2
2023,Tasmania,"Fire, heat, and hot substances",0
2023,Tasmania,HIV/AIDS,0
2023,Tasmania,Interpersonal violence,9
2023,Tasmania,Lower respiratory infections,73
2023,Tasmania,Malaria,0
2023,Tasmania,Maternal disorders,3
2023,Tasmania,Meningitis,0
2023,Tasmania,Neonatal disorders,21
2023,Tasmania,Neoplasms,1384
2023,Tasmania,Nutritional deficiencies,3
2023,Tasmania,Parkinson's disease,72
2023,Tasmania,Poisonings,41
2023,Tasmania,Protein-energy malnutrition,3
2023,Tasmania,Road injuries,49
2023,Tasmania,Self-harm,99
2023,Tasmania,Terrorism (deaths),0
2023,Tasmania,Tuberculosis,2
2023,Victoria,Acute hepatitis,22
2023,Victoria,Alcohol use disorders,52
2023,Victoria,Alzheimer's disease and other dementias,1467
2023,Victoria,Cardiovascular diseases,10505
2023,Victoria,Chronic kidney disease,977
2023,Victoria,Chronic respiratory diseases,1877
2023,Victoria,Cirrhosis and other chronic liver diseases,632
2023,Victoria,Conflict and terrorism,0
2023,Victoria,Diabetes mellitus,1503
2023,Victoria,Diarrheal diseases,101
2023,Victoria,Digestive diseases,1805
2023,Victoria,Drowning,47
2023,Victoria,Drug use disorders,14
2023,Victoria,Environmental heat and cold exposure,7
2023,Victoria,Exposure to forces of nature,6
2023,Victoria,"Fire, heat, and hot substances",25
2023,Victoria,HIV/AIDS,24
2023,Victoria,Interpersonal violence,60
2023,Victoria,Lower respiratory infections,927
2023,Victoria,Malaria,0
2023,Victoria,Maternal disorders,1
2023,Victoria,Meningitis,8
2023,Victoria,Neonatal disorders,123
2023,Victoria,Neoplasms,12942
2023,Victoria,Nutritional deficiencies,37
2023,Victoria,Parkinson's disease,572
2023,Victoria,Poisonings,424
2023,Victoria,Protein-energy malnutrition,35
2023,Victoria,Road injuries,340
2023,Victoria,Self-harm,769
2023,Victoria,Terrorism (deaths),0
2023,Victoria,Tuberculosis,10
2023,Western Australia,Acute hepatitis,8
2023,Western Australia,Alcohol use disorders,14
2023,Western Australia,Alzheimer's disease and other dementias,651
2023,Western Australia,Cardiovascular diseases,4122
2023,Western Australia,Chronic kidney disease,251
2023,Western Australia,Chronic respiratory diseases,760
2023,Western Australia,Cirrhosis and other chronic liver diseases,245
2023,Western Australia,Conflict and terrorism,0
2023,Western Australia,Diabetes mellitus,550
2023,Western Australia,Diarrheal diseases,42
2023,Western Australia,Digestive diseases,743
2023,Western Australia,Drowning,26
2023,Western Australia,Drug use disorders,5
2023,Western Australia,Environmental heat and cold exposure,5
2023,Western Australia,Exposure to forces of nature,6
2023,Western Australia,"Fire, heat, and hot substances",7
2023,Western Australia,HIV/AIDS,13
2023,Western Australia,Interpersonal violence,35
2023,Western Australia,Lower respiratory infections,282
2023,Western Australia,Malaria,0
2023,Western Australia,Maternal disorders,1
2023,Western Australia,Meningitis,6
2023,Western Australia,Neonatal disorders,42
2023,Western Australia,Neoplasms,4752
2023,Western Australia,Nutritional deficiencies,11
2023,Western Australia,Parkinson's disease,218
2023,Western Australia,Poisonings,230
2023,Western Australia,Protein-energy malnutrition,9
2023,Western Australia,Road injuries,174
2023,Western Australia,Self-harm,427
2023,Western Australia,Terrorism (deaths),0
2023,Western Australia,Tuberculosis,4
2024,Australian Capital Territory,Acute hepatitis,1
2024,Australian Capital Territory,Alcohol use disorders,5
2024,Australian Capital Territory,Alzheimer's disease and other dementias,72
2024,Australian Capital Territory,Cardiovascular diseases,552
2024,Australian Capital Territory,Chronic kidney disease,31
2024,Australian Capital Territory,Chronic respiratory diseases,140
2024,Australian Capital Territory,Cirrhosis and other chronic liver diseases,35
2024,Australian Capital Territory,Conflict and terrorism,0
2024,Australian Capital Territory,Diabetes mellitus,93
2024,Australian Capital Territory,Diarrheal diseases,5
2024,Australian Capital Territory,Digestive diseases,113
2024,Australian Capital Territory,Drowning,3
2024,Australian Capital Territory,Drug use disorders,1
2024,Australian Capital Territory,Environmental heat and cold exposure,0
2024,Australian Capital Territory,Exposure to forces of nature,3
2024,Australian Capital Territory,"Fire, heat, and hot substances",3
2024,Australian Capital Territory,HIV/AIDS,0
2024,Australian Capital Territory,Interpersonal violence,4
2024,Australian Capital Territory,Lower respiratory infections,38
2024,Australian Capital Territory,Malaria,0
2024,Australian Capital Territory,Maternal disorders,1
2024,Australian Capital Territory,Meningitis,0
2024,Australian Capital Territory,Neonatal disorders,12
2024,Australian Capital Territory,Neoplasms,685
2024,Australian Capital Territory,Nutritional deficiencies,2
2024,Australian Capital Territory,Parkinson's disease,36
2024,Australian Capital Territory,Poisonings,17
2024,Australian Capital Territory,Protein-energy malnutrition,3
2024,Australian Capital Territory,Road injuries,28
2024,Australian Capital Territory,Self-harm,47
2024,Australian Capital Territory,Terrorism (deaths),0
2024,Australian Capital Territory,Tuberculosis,0
2024,New South Wales,Acute hepatitis,30
2024,New South Wales,Alcohol use disorders,180
2024,New South Wales,Alzheimer's disease and other dementias,1630
2024,New South Wales,Cardiovascular diseases,13765
2024,New South Wales,Chronic kidney disease,1015
2024,New South Wales,Chronic respiratory diseases,3060
2024,New South Wales,Cirrhosis and other chronic liver diseases,785
2024,New South Wales,Conflict and terrorism,0
2024,New South Wales,Diabetes mellitus,1948
2024,New South Wales,Diarrheal diseases,139
2024,New South Wales,Digestive diseases,2514
2024,New South Wales,Drowning,69
2024,New South Wales,Drug use disorders,23
2024,New South Wales,Environmental heat and cold exposure,7
2024,New South Wales,Exposure to forces of nature,7
2024,New South Wales,"Fire, heat, and hot substances",18
2024,New South Wales,HIV/AIDS,35
2024,New South Wales,Interpersonal violence,84
2024,New South Wales,Lower respiratory infections,1172
2024,New South Wales,Malaria,0
2024,New South Wales,Maternal disorders,0
2024,New South Wales,Meningitis,13
2024,New South Wales,Neonatal disorders,112
2024,New South Wales,Neoplasms,16871
2024,New South Wales,Nutritional deficiencies,58
2024,New South Wales,Parkinson's disease,829
2024,New South Wales,Poisonings,375
2024,New South Wales,Protein-energy malnutrition,49
2024,New South Wales,Road injuries,329
2024,New South Wales,Self-harm,934
2024,New South Wales,Terrorism (deaths),0
2024,New South Wales,Tuberculosis,17
2024,Northern Territory,Acute hepatitis,1
2024,Northern Territory,Alcohol use disorders,3
2024,Northern Territory,Alzheimer's disease and other dementias,40
2024,Northern Territory,Cardiovascular diseases,304
2024,Northern Territory,Chronic kidney disease,17
2024,Northern Territory,Chronic respiratory diseases,78
2024,Northern Territory,Cirrhosis and other chronic liver diseases,19
2024,Northern Territory,Conflict and terrorism,0
2024,Northern Territory,Diabetes mellitus,52
2024,Northern Territory,Diarrheal diseases,3
2024,Northern Territory,Digestive diseases,62
2024,Northern Territory,Drowning,2
2024,Northern Territory,Drug use disorders,0
2024,Northern Territory,Environmental heat and cold exposure,0
2024,Northern Territory,Exposure to forces of nature,2
2024,Northern Territory,"Fire, heat, and hot substances",1
2024,Northern Territory,HIV/AIDS,0
2024,Northern Territory,Interpersonal violence,3
2024,Northern Territory,Lower respiratory infections,21
2024,Northern Territory,Malaria,0
2024,Northern Territory,Maternal disorders,0
2024,Northern Territory,Meningitis,0
2024,Northern Territory,Neonatal disorders,6
2024,Northern Territory,Neoplasms,376
2024,Northern Territory,Nutritional deficiencies,1
2024,Northern Territory,Parkinson's disease,20
2024,Northern Territory,Poisonings,9
2024,Northern Territory,Protein-energy malnutrition,2
2024,Northern Territory,Road injuries,15
2024,Northern Territory,Self-harm,26
2024,Northern Territory,Terrorism (deaths),0
2024,Northern Territory,Tuberculosis,0
2024,Queensland,Acute hepatitis,14
2024,Queensland,Alcohol use disorders,130
2024,Queensland,Alzheimer's disease and other dementias,1119
2024,Queensland,Cardiovascular diseases,8797
2024,Queensland,Chronic kidney disease,453
2024,Queensland,Chronic respiratory diseases,2076
2024,Queensland,Cirrhosis and other chronic liver diseases,605
2024,Queensland,Conflict and terrorism,0
2024,Queensland,Diabetes mellitus,1196
2024,Queensland,Diarrheal diseases,73
2024,Queensland,Digestive diseases,1737
2024,Queensland,Drowning,55
2024,Queensland,Drug use disorders,15
2024,Queensland,Environmental heat and cold exposure,11
2024,Queensland,Exposure to forces of nature,16
2024,Queensland,"Fire, heat, and hot substances",18
2024,Queensland,HIV/AIDS,18
2024,Queensland,Interpersonal violence,58
2024,Queensland,Lower respiratory infections,766
2024,Queensland,Malaria,0
2024,Queensland,Maternal disorders,1
2024,Queensland,Meningitis,3
2024,Queensland,Neonatal disorders,194
2024,Queensland,Neoplasms,11323
2024,Queensland,Nutritional deficiencies,48
2024,Queensland,Parkinson's disease,561
2024,Queensland,Poisonings,269
2024,Queensland,Protein-energy malnutrition,41
2024,Queensland,Road injuries,362
2024,Queensland,Self-harm,790
2024,Queensland,Terrorism (deaths),0
2024,Queensland,Tuberculosis,6
2024,South Australia,Acute hepatitis,8
2024,South Australia,Alcohol use disorders,33
2024,South Australia,Alzheimer's disease and other dementias,698
2024,South Australia,Cardiovascular diseases,3605
2024,South Australia,Chronic kidney disease,221
2024,South Australia,Chronic respiratory diseases,774
2024,South Australia,Cirrhosis and other chronic liver diseases,216
2024,South Australia,Conflict and terrorism,0
2024,South Australia,Diabetes mellitus,540
2024,South Australia,Diarrheal diseases,30
2024,South Australia,Digestive diseases,670
2024,South Australia,Drowning,10
2024,South Australia,Drug use disorders,1
2024,South Australia,Environmental heat and cold exposure,16
2024,South Australia,Exposure to forces of nature,15
2024,South Australia,"Fire, heat, and hot substances",10
2024,South Australia,HIV/AIDS,11
2024,South Australia,Interpersonal violence,21
2024,South Australia,Lower respiratory infections,339
2024,South Australia,Malaria,0
2024,South Australia,Maternal disorders,0
2024,South Australia,Meningitis,6
2024,South Australia,Neonatal disorders,29
2024,South Australia,Neoplasms,4301
2024,South Australia,Nutritional deficiencies,11
2024,South Australia,Parkinson's disease,189
2024,South Australia,Poisonings,120
2024,South Australia,Protein-energy malnutrition,7
2024,South Australia,Road injuries,112
2024,South Australia,Self-harm,238
2024,South Australia,Terrorism (deaths),0
2024,South Australia,Tuberculosis,5
2024,Tasmania,Acute hepatitis,3
2024,Tasmania,Alcohol use disorders,10
2024,Tasmania,Alzheimer's disease and other dementias,151
2024,Tasmania,Cardiovascular diseases,1149
2024,Tasmania,Chronic kidney disease,64
2024,Tasmania,Chronic respiratory diseases,292
2024,Tasmania,Cirrhosis and other chronic liver diseases,73
2024,Tasmania,Conflict and terrorism,0
2024,Tasmania,Diabetes mellitus,194
2024,Tasmania,Diarrheal diseases,11
2024,Tasmania,Digestive diseases,236
2024,Tasmania,Drowning,7
2024,Tasmania,Drug use disorders,2
2024,Tasmania,Environmental heat and cold exposure,1
2024,Tasmania,Exposure to forces of nature,7
2024,Tasmania,"Fire, heat, and hot substances",6
2024,Tasmania,HIV/AIDS,0
2024,Tasmania,Interpersonal violence,9
2024,Tasmania,Lower respiratory infections,79
2024,Tasmania,Malaria,0
2024,Tasmania,Maternal disorders,1
2024,Tasmania,Meningitis,0
2024,Tasmania,Neonatal disorders,24
2024,Tasmania,Neoplasms,1424
2024,Tasmania,Nutritional deficiencies,3
2024,Tasmania,Parkinson's disease,74
2024,Tasmania,Poisonings,34
2024,Tasmania,Protein-energy malnutrition,7
2024,Tasmania,Road injuries,57
2024,Tasmania,Self-harm,98
2024,Tasmania,Terrorism (deaths),0
2024,Tasmania,Tuberculosis,0
2024,Victoria,Acute hepatitis,16
2024,Victoria,Alcohol use disorders,76
2024,Victoria,Alzheimer's disease and other dementias,1547
2024,Victoria,Cardiovascular diseases,10181
2024,Victoria,Chronic kidney disease,1095
2024,Victoria,Chronic respiratory diseases,2031
2024,Victoria,Cirrhosis and other chronic liver diseases,600
2024,Victoria,Conflict and terrorism,0
2024,Victoria,Diabetes mellitus,1369
2024,Victoria,Diarrheal diseases,110
2024,Victoria,Digestive diseases,1847
2024,Victoria,Drowning,48
2024,Victoria,Drug use disorders,8
2024,Victoria,Environmental heat and cold exposure,7
2024,Victoria,Exposure to forces of nature,8
2024,Victoria,"Fire, heat, and hot substances",29
2024,Victoria,HIV/AIDS,20
2024,Victoria,Interpersonal violence,56
2024,Victoria,Lower respiratory infections,1276
2024,Victoria,Malaria,0
2024,Victoria,Maternal disorders,1
2024,Victoria,Meningitis,11
2024,Victoria,Neonatal disorders,145
2024,Victoria,Neoplasms,12788
2024,Victoria,Nutritional deficiencies,43
2024,Victoria,Parkinson's disease,619
2024,Victoria,Poisonings,487
2024,Victoria,Protein-energy malnutrition,39
2024,Victoria,Road injuries,347
2024,Victoria,Self-harm,755
2024,Victoria,Terrorism (deaths),0
2024,Victoria,Tuberculosis,12
2024,Western Australia,Acute hepatitis,11
2024,Western Australia,Alcohol use disorders,13
2024,Western Australia,Alzheimer's disease and other dementias,741
2024,Western Australia,Cardiovascular diseases,3945
2024,Western Australia,Chronic kidney disease,265
2024,Western Australia,Chronic respiratory diseases,778
2024,Western Australia,Cirrhosis and other chronic liver diseases,260
2024,Western Australia,Conflict and terrorism,0
2024,Western Australia,Diabetes mellitus,573
2024,Western Australia,Diarrheal diseases,43
2024,Western Australia,Digestive diseases,779
2024,Western Australia,Drowning,36
2024,Western Australia,Drug use disorders,3
2024,Western Australia,Environmental heat and cold exposure,7
2024,Western Australia,Exposure to forces of nature,1
2024,Western Australia,"Fire, heat, and hot substances",10
2024,Western Australia,HIV/AIDS,9
2024,Western Australia,Interpersonal violence,32
2024,Western Australia,Lower respiratory infections,276
2024,Western Australia,Malaria,0
2024,Western Australia,Maternal disorders,1
2024,Western Australia,Meningitis,2
2024,Western Australia,Neonatal disorders,44
2024,Western Australia,Neoplasms,5051
2024,Western Australia,Nutritional deficiencies,14
2024,Western Australia,Parkinson's disease,271
2024,Western Australia,Poisonings,223
2024,Western Australia,Protein-energy malnutrition,10
2024,Western Australia,Road injuries,198
2024,Western Australia,Self-harm,417
2024,Western Australia,Terrorism (deaths),0
2024,Western Australia,Tuberculosis,7
